,Unnamed: 0,acousticness,artist_name,danceability,duration_ms,energy,Month,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,streams,tempo,time_signature,track_id,track_name,valence
0,0,0.578,Ariana Grande,0.725,178640,0.321,1,0,1,0.0884,-10.744,0,1,0.323,59324475,70.142,4,14msK75pk3pA33pzPVNtBF,7 rings,0.319
1,1,0.149,J. Cole,0.837,213594,0.364,1,0,8,0.271,-11.713,1,2,0.276,33187464,123.984,4,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,0.463
2,2,0.556,Post Malone,0.76,158040,0.479,1,0,2,0.0703,-5.574,1,3,0.0466,31802899,89.911,4,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,0.913
3,3,0.163,Post Malone,0.833,149520,0.539,1,2.10E-06,11,0.101,-7.399,0,4,0.178,31030529,99.947,4,6MWtB6iiXyIwun0YzU6DFP,Wow.,0.385
4,4,0.297,Halsey,0.752,201661,0.488,1,9.11E-06,6,0.0936,-7.05,1,5,0.0705,26472621,136.041,4,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.533
5,5,0.28,Ariana Grande,0.724,207333,0.647,1,0,1,0.102,-5.642,1,6,0.0658,24236734,106.96,4,2rPE9A1vEgShuZxxzR2tZH,"thank u, next",0.435
6,6,0.45,Sam Smith,0.741,171030,0.52,1,1.97E-06,8,0.222,-7.513,1,7,0.0656,23144963,102.998,4,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),0.347
7,7,0.323,Pedro CapÃ³,0.826,238200,0.773,1,0,11,0.143,-4.218,0,8,0.0524,23096433,126.899,4,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,0.761
8,8,0.0691,Ava Max,0.719,187436,0.704,1,0,1,0.166,-4.724,1,9,0.0476,21482255,133.002,4,25sgk305KZfyuqVBQIahim,Sweet but Psycho,0.628
9,9,0.157,DJ Snake,0.842,212500,0.801,1,4.82E-06,8,0.0642,-4.167,0,10,0.228,20046891,95.881,4,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.617
10,10,0.0141,Bad Bunny,0.817,210368,0.539,1,0.000496,6,0.099,-6.349,0,11,0.0621,19080557,97.062,4,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),0.158
11,11,0.371,Lady Gaga,0.572,215733,0.385,1,0,7,0.231,-6.362,1,12,0.0308,18467720,95.799,4,2VxeLyX666F8uXCJ0dZF8B,Shallow,0.323
12,12,0.193,Panic! At The Disco,0.579,190947,0.904,1,0,5,0.064,-2.729,1,13,0.0618,17751164,82.014,4,1rqqCSm0Qe4I9rUvWncaom,High Hopes,0.681
13,13,0.259,Meek Mill,0.889,180522,0.496,1,0,4,0.252,-6.365,0,14,0.0905,17316775,86.003,4,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),0.544
14,14,0.323,Paulo Londra,0.767,258639,0.709,1,0,1,0.0676,-4.47,1,15,0.336,17307647,171.993,4,6FyRXC8tJUh863JCkyWqtk,Adan y Eva,0.72
15,15,0.191,Marshmello,0.687,214290,0.792,1,0,5,0.167,-2.749,1,16,0.0452,17225374,100.015,4,2dpaYNEQHiRxtZbfNsse99,Happier,0.671
16,16,0.602,Anuel AA,0.807,258800,0.803,1,0.00853,11,0.136,-4.156,1,17,0.126,17147855,91.987,4,5W83ErFkO3aKAIS1WMi6u0,Secreto,0.706
17,17,0.00513,Travis Scott,0.834,312820,0.73,1,0,8,0.124,-3.714,1,18,0.222,16692985,155.008,4,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0.446
18,18,0.606,Khalid,0.551,210667,0.44,1,3.02E-05,10,0.11,-8.559,1,19,0.0985,14310195,167.923,4,5kfNriitmkNE8mUbZ7gbq8,Saturday Nights,0.341
19,19,0.0521,Kodak Black,0.861,228760,0.603,1,0,8,0.0924,-5.788,0,20,0.176,14233536,98.043,4,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),0.504
20,20,0.016,Calvin Harris,0.807,229184,0.887,1,0.000503,1,0.0811,-4.311,0,21,0.0361,14154951,122.015,4,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),0.606
21,21,0.407,A Boogie Wit da Hoodie,0.791,179449,0.587,1,0,3,0.148,-5.075,0,22,0.0413,13829070,96.057,4,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,0.536
22,22,0.00987,Mark Ronson,0.601,217467,0.794,1,1.36E-06,7,0.388,-5.844,0,23,0.0671,13286666,114.066,4,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.244
23,23,0.0852,Lil Baby,0.897,145543,0.662,1,0,1,0.534,-6.903,0,24,0.292,13099161,112.511,4,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.389
24,24,0.549,benny blanco,0.632,170770,0.686,1,0,6,0.2,-7.665,0,25,0.243,13040261,89.949,4,7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),0.329
25,25,0.979,Billie Eilish,0.498,199931,0.104,1,7.86E-05,1,0.0895,-14.08,0,26,0.0621,12670105,124.001,3,14JzyD6FlBD5z0wV5P07YI,when the party's over,0.205
26,26,0.0361,Ozuna,0.816,158400,0.754,1,0,11,0.217,-2.75,0,27,0.111,12579930,99.966,4,7uH27oIt4a6cIFCA8ZPcyG,Baila Baila Baila,0.533
27,27,0.194,Sheck Wes,0.729,183907,0.625,1,0.00986,4,0.248,-5.266,1,28,0.0315,12539927,146.034,4,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,0.261
28,28,0.0863,Gesaffelstein,0.663,202093,0.675,1,0.00133,2,0.117,-12.159,1,29,0.0359,12492860,101.004,4,7wFybC8jBH3zE139OpCtpG,Lost in the Fire,0.176
29,29,0.0969,Ellie Goulding,0.574,182623,0.758,1,0,1,0.395,-5.029,0,30,0.0621,12481517,144.111,4,5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),0.492
30,30,0.00579,Dua Lipa,0.588,182075,0.821,1,0.000275,5,0.208,-6.54,0,31,0.216,12007264,188.098,4,5600nq7TiBraBX2jobyJ3l,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",0.509
31,31,0.331,Post Malone,0.68,231267,0.578,1,0,10,0.135,-5.804,1,32,0.04,11976581,145.038,4,7dt6x5M1jzdTEt8oCbisTK,Better Now,0.341
32,32,0.258,XXXTENTACION,0.74,166606,0.613,1,0.00372,8,0.123,-4.88,1,33,0.145,11847064,75.023,4,3ee8Jmje8o58CHK66QrVC2,SAD!,0.473
33,33,0.176,Lauv,0.599,162583,0.733,1,0,11,0.242,-7.058,1,34,0.203,11833551,102.211,4,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,0.534
34,34,0.697,Dean Lewis,0.553,196373,0.586,1,0,11,0.0813,-6.319,1,35,0.0362,11574095,126.684,4,3EPXxR3ImUwfayaurPi3cm,Be Alright,0.443
35,35,0.146,Mau y Ricky,0.709,204453,0.771,1,3.29E-06,7,0.249,-4.598,1,36,0.166,11507908,174.006,4,0s5DNDV6LAKn2u2Ufa3VjQ,Desconocidos,0.709
36,36,0.288,Queen,0.392,354320,0.402,1,0,0,0.243,-9.961,0,37,0.0536,11390824,143.883,4,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - 2011 Mix,0.228
37,37,0.488,The Chainsmokers,0.773,180120,0.699,1,3.60E-06,1,0.0814,-5.982,0,38,0.0958,11347765,104.941,4,4BiiOzZCrXEzHRLYcYFiD5,Hope,0.513
38,38,0.568,Maroon 5,0.851,235545,0.541,1,0,0,0.13,-6.825,1,39,0.0505,11106398,124.959,4,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),0.448
39,39,0.265,Anuel AA,0.751,219357,0.665,1,0,8,0.0515,-3.083,1,40,0.124,10721135,95.239,4,2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,0.698
40,40,0.349,Juice WRLD,0.511,239836,0.566,1,0,6,0.34,-7.23,0,41,0.2,10659734,83.903,4,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,0.218
41,41,0.291,Daddy Yankee,0.788,207853,0.771,1,5.62E-05,4,0.172,-3.206,0,42,0.0563,10596413,99.038,4,6MJUCumnQsQEKbCy28tbCP,Adictiva,0.701
42,42,0.0765,Khalid,0.596,229320,0.552,1,0.334,0,0.104,-10.278,0,43,0.097,10549558,97.949,4,6zeeWid2sgw4lap2jV61PZ,Better,0.112
43,43,0.556,XXXTENTACION,0.921,135090,0.537,1,0.00404,9,0.102,-5.723,0,44,0.0804,10299040,128.009,4,0JP9xo3adEtGSdUEISiszL,Moonlight,0.711
44,44,0.107,Flipp Dinero,0.792,195637,0.743,1,0,7,0.183,-2.806,1,45,0.0851,10196801,150.024,4,14mHfNsSHN0FbLftyjrV9g,Leave Me Alone,0.742
45,45,0.00381,Gucci Mane,0.8,203161,0.578,1,0,4,0.367,-5.144,0,46,0.0485,10191897,143.01,4,2G1tXoGBaEMJ7FKGnkf6ud,Wake Up in the Sky,0.367
46,46,0.0302,XXXTENTACION,0.703,198903,0.723,1,2.06E-06,9,0.126,-5.45,0,47,0.0412,10026086,104.969,4,2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),0.288
47,47,0.0395,21 Savage,0.837,288624,0.636,1,0.00125,1,0.342,-7.643,1,48,0.086,9991040,145.972,4,2t8yVaLvJ0RenpXUIAC52d,a lot,0.274
48,48,0.176,Dynoro,0.694,184560,0.77,1,1.10E-05,6,0.118,-5.335,1,49,0.149,9771676,125.905,4,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,0.163
49,49,0.437,Anuel AA,0.79,190005,0.631,1,0,8,0.158,-5.549,0,50,0.0425,9651080,94.039,4,1LiN0Z98FkR1t0m8KmLcAH,Amanece,0.889
50,0,0.592,Ariana Grande,0.778,178627,0.317,2,0,1,0.0881,-10.732,0,1,0.334,43103015,140.048,4,6ocbgoVGwYJhOv1GgI9NsF,7 rings,0.327
51,1,0.0421,Ariana Grande,0.726,190440,0.554,2,0,5,0.106,-5.29,0,2,0.0917,33580067,169.999,4,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",0.335
52,2,0.371,Lady Gaga,0.572,215733,0.385,2,0,7,0.231,-6.362,1,3,0.0308,31189177,95.799,4,2VxeLyX666F8uXCJ0dZF8B,Shallow,0.323
53,3,0.11,Daddy Yankee,0.737,193227,0.86,2,1.94E-06,8,0.0574,-2.652,0,4,0.0593,28130862,93.989,4,5w9c2J52mkdntKOmRLeM2m,Con Calma,0.656
54,4,0.163,Post Malone,0.833,149520,0.539,2,2.10E-06,11,0.101,-7.399,0,5,0.178,25833463,99.947,4,6MWtB6iiXyIwun0YzU6DFP,Wow.,0.385
55,5,0.552,Post Malone,0.761,158040,0.479,2,0,2,0.0704,-5.574,1,6,0.0466,24843852,89.913,4,7dbka99KTWke5o9hRp0JoB,Sunflower - Spider-Man: Into the Spider-Verse,0.912
56,6,0.74,Billie Eilish,0.905,193143,0.389,2,0.162,8,0.106,-14.505,1,7,0.332,21867069,120.046,4,4NzMOnvSJVNKF7nw5NkXIP,bury a friend,0.196
57,7,0.229,Ariana Grande,0.717,207320,0.653,2,0,1,0.101,-5.634,1,8,0.0658,21552414,106.966,4,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",0.412
58,8,0.191,Marshmello,0.687,214290,0.792,2,0,5,0.167,-2.749,1,9,0.0452,20863476,100.015,4,2dpaYNEQHiRxtZbfNsse99,Happier,0.671
59,9,0.45,Sam Smith,0.741,171030,0.52,2,1.97E-06,8,0.222,-7.513,1,10,0.0656,20808176,102.998,4,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),0.347
60,10,0.297,Halsey,0.752,201661,0.488,2,9.11E-06,6,0.0936,-7.05,1,11,0.0705,20081601,136.041,4,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.533
61,11,0.323,Pedro CapÃ³,0.826,238200,0.773,2,0,11,0.143,-4.218,0,12,0.0524,20006012,126.899,4,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,0.761
62,12,0.0691,Ava Max,0.719,187436,0.704,2,0,1,0.166,-4.724,1,13,0.0476,19780582,133.002,4,25sgk305KZfyuqVBQIahim,Sweet but Psycho,0.628
63,13,0.149,J. Cole,0.837,213594,0.364,2,0,8,0.271,-11.713,1,14,0.276,19453080,123.984,4,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,0.463
64,14,0.602,Anuel AA,0.807,258800,0.803,2,0.00853,11,0.136,-4.156,1,15,0.126,19256497,91.987,4,5W83ErFkO3aKAIS1WMi6u0,Secreto,0.706
65,15,0.0361,Ozuna,0.816,158400,0.754,2,0,11,0.217,-2.75,0,16,0.111,16997583,99.966,4,7uH27oIt4a6cIFCA8ZPcyG,Baila Baila Baila,0.533
66,16,0.0501,Khalid,0.9,197487,0.4,2,0,0,0.0876,-8.443,1,17,0.124,16261230,136.001,4,0rTV5WefWd1J3OwIheTzxM,Talk,0.338
67,17,0.157,DJ Snake,0.842,212500,0.801,2,4.82E-06,8,0.0642,-4.167,0,18,0.228,15919714,95.881,4,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.617
68,18,0.176,Lauv,0.599,162583,0.733,2,0,11,0.242,-7.058,1,19,0.203,15570596,102.211,4,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,0.534
69,19,0.342,Juice WRLD,0.708,240527,0.691,2,0,2,0.222,-5.179,1,20,0.0442,15513136,79.99,4,44ShclXTOOnYtt5CnCDeGV,Robbery,0.535
70,20,0.259,Meek Mill,0.889,180522,0.496,2,0,4,0.252,-6.365,0,21,0.0905,15421127,86.003,4,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),0.544
71,21,0.0141,Bad Bunny,0.817,210368,0.539,2,0.000496,6,0.099,-6.349,0,22,0.0621,14885880,97.062,4,116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),0.158
72,22,0.145,YNW Melly,0.759,268434,0.73,2,3.06E-06,0,0.11,-7.985,0,23,0.0516,14724717,115.007,4,7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,0.74
73,23,0.016,Calvin Harris,0.807,229184,0.887,2,0.000503,1,0.0811,-4.311,0,24,0.0361,14484636,122.015,4,5itOtNx0WxtJmi1TQ3RuRd,Giant (with Rag'n'Bone Man),0.606
74,24,0.193,Panic! At The Disco,0.579,190947,0.904,2,0,5,0.064,-2.729,1,25,0.0618,14145185,82.014,4,1rqqCSm0Qe4I9rUvWncaom,High Hopes,0.681
75,25,0.323,Paulo Londra,0.767,258639,0.709,2,0,1,0.0676,-4.47,1,26,0.336,13440041,171.993,4,6FyRXC8tJUh863JCkyWqtk,Adan y Eva,0.72
76,26,0.00513,Travis Scott,0.834,312820,0.73,2,0,8,0.124,-3.714,1,27,0.222,13224421,155.008,4,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,0.446
77,27,0.0395,21 Savage,0.837,288624,0.636,2,0.00125,1,0.342,-7.643,1,28,0.086,13104394,145.972,4,2t8yVaLvJ0RenpXUIAC52d,a lot,0.274
78,28,0.18,Blueface,0.906,129264,0.382,2,0,10,0.113,-12.89,0,29,0.269,13050694,104.025,4,3oh6SCCeLuXhFpEyepla6G,Thotiana,0.391
79,29,0.296,Mabel,0.674,178480,0.881,2,3.01E-06,9,0.0793,-2.853,1,30,0.147,12959849,98.994,4,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,0.234
80,30,0.288,Queen,0.392,354320,0.402,2,0,0,0.243,-9.961,0,31,0.0536,12782523,143.883,4,7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - 2011 Mix,0.228
81,31,0.0642,Cardi B,0.747,200890,0.57,2,0,1,0.0832,-6.711,1,32,0.081,12157526,133.992,4,0PG9fbaaHFHfre2gUVo7AN,Please Me,0.65
82,32,0.00791,The Chainsmokers,0.51,226747,0.835,2,0,3,0.219,-4.673,1,33,0.0447,12154894,140.024,4,11cDEev79fPKi6uJCjUhu8,Who Do You Love,0.435
83,33,0.549,benny blanco,0.632,170770,0.686,2,0,6,0.2,-7.665,0,34,0.243,12145207,89.949,4,7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),0.329
84,34,0.407,A Boogie Wit da Hoodie,0.791,179449,0.587,2,0,3,0.148,-5.075,0,35,0.0413,11939155,96.057,4,3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,0.536
85,35,0.146,Mau y Ricky,0.709,204453,0.771,2,3.29E-06,7,0.249,-4.598,1,36,0.166,11404823,174.006,4,0s5DNDV6LAKn2u2Ufa3VjQ,Desconocidos,0.709
86,36,0.0276,Ariana Grande,0.847,267107,0.58,2,0.0548,1,0.1,-5.316,1,37,0.0723,11188077,137.995,4,7EQpvVujgytLVY8vKiDHAg,bad idea,0.575
87,37,0.172,Mustard,0.68,194520,0.559,2,0,0,0.318,-5.545,1,38,0.129,11041777,202.006,4,63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),0.137
88,38,0.331,Post Malone,0.68,231267,0.578,2,0,10,0.135,-5.804,1,39,0.04,10917117,145.038,4,7dt6x5M1jzdTEt8oCbisTK,Better Now,0.341
89,39,0.0521,Kodak Black,0.861,228760,0.603,2,0,8,0.0924,-5.788,0,40,0.176,10889059,98.043,4,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),0.504
90,40,0.78,Ariana Grande,0.647,171573,0.309,2,7.41E-06,7,0.202,-7.948,0,41,0.0366,10838585,87.045,4,1TEL6MlSSVLSdhOSddidlJ,needy,0.195
91,41,0.447,Ariana Grande,0.737,182000,0.461,2,0,6,0.268,-6.887,1,42,0.293,10790342,75.005,4,4SPu0Ql902hTVXkBoNIYtq,NASA,0.481
92,42,0.568,Maroon 5,0.851,235545,0.541,2,0,0,0.13,-6.825,1,43,0.0505,10487513,124.959,4,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),0.448
93,43,0.0852,Lil Baby,0.897,145543,0.662,2,0,1,0.534,-6.903,0,44,0.292,10408134,112.511,4,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),0.389
94,44,0.74,Alec Benjamin,0.652,169354,0.557,2,0,1,0.124,-5.714,0,45,0.0318,10340218,150.073,4,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,0.483
95,45,0.697,Dean Lewis,0.553,196373,0.586,2,0,11,0.0813,-6.319,1,46,0.0362,10278781,126.684,4,3EPXxR3ImUwfayaurPi3cm,Be Alright,0.443
96,46,0.0815,Ariana Grande,0.758,216893,0.665,2,0.000157,2,0.216,-5.188,0,47,0.0774,10251085,151.976,4,2hloaUoRonYssMuqLCBLTX,bloodline,0.643
97,47,0.367,Kehlani,0.61,201788,0.725,2,0,8,0.154,-5.131,1,48,0.15,10224387,146.163,4,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),0.291
98,48,0.265,Anuel AA,0.751,219357,0.665,2,0,8,0.0515,-3.083,1,49,0.124,10160456,95.239,4,2cYnZNzFRFK0H7vSNxPsUq,Ella Quiere Beber - Remix,0.698
99,49,0.0153,A Boogie Wit da Hoodie,0.581,189487,0.662,2,0,9,0.111,-5.239,1,50,0.303,10025270,93.023,4,1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),0.434
100,0,0.592,Ariana Grande,0.778,178627,0.317,3,0,1,0.0881,-10.732,0,1,0.334,31265664,140.048,4,6ocbgoVGwYJhOv1GgI9NsF,7 rings,0.327
101,1,0.11,Daddy Yankee,0.737,193227,0.86,3,1.94E-06,8,0.0574,-2.652,0,2,0.0593,31111446,93.989,4,5w9c2J52mkdntKOmRLeM2m,Con Calma,0.656
102,2,0.0427,Jonas Brothers,0.842,181040,0.734,3,0,1,0.106,-5.065,0,3,0.0588,26364572,137.958,4,4y3OI86AEP6PQoDE6olYhO,Sucker,0.952
103,3,0.556,Post Malone,0.76,158040,0.479,3,0,2,0.0703,-5.574,1,4,0.0466,24346526,89.911,4,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,0.913
104,4,0.163,Post Malone,0.833,149520,0.539,3,2.10E-06,11,0.101,-7.399,0,5,0.178,23068875,99.947,4,6MWtB6iiXyIwun0YzU6DFP,Wow.,0.385
105,5,0.371,Lady Gaga,0.572,215733,0.385,3,0,7,0.231,-6.362,1,6,0.0308,22925480,95.799,4,2VxeLyX666F8uXCJ0dZF8B,Shallow,0.323
106,6,0.0421,Ariana Grande,0.726,190440,0.554,3,0,5,0.106,-5.29,0,7,0.0917,21350116,169.999,4,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",0.335
107,7,0.45,Sam Smith,0.741,171030,0.52,3,1.97E-06,8,0.222,-7.513,1,8,0.0656,18422872,102.998,4,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),0.347
108,8,0.0691,Ava Max,0.719,187436,0.704,3,0,1,0.166,-4.724,1,9,0.0476,17465853,133.002,4,25sgk305KZfyuqVBQIahim,Sweet but Psycho,0.628
109,9,0.323,Pedro CapÃ³,0.826,238200,0.773,3,0,11,0.143,-4.218,0,10,0.0524,17353582,126.899,4,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,0.761
110,10,0.296,Mabel,0.674,178480,0.881,3,3.01E-06,9,0.0793,-2.853,1,11,0.147,16640130,98.994,4,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,0.234
111,11,0.0361,Ozuna,0.816,158400,0.754,3,0,11,0.217,-2.75,0,12,0.111,16532007,99.966,4,7uH27oIt4a6cIFCA8ZPcyG,Baila Baila Baila,0.533
112,12,0.191,Marshmello,0.687,214290,0.792,3,0,5,0.167,-2.749,1,13,0.0452,16505528,100.015,4,2dpaYNEQHiRxtZbfNsse99,Happier,0.671
113,13,0.602,Anuel AA,0.807,258800,0.803,3,0.00853,11,0.136,-4.156,1,14,0.126,16353288,91.987,4,5W83ErFkO3aKAIS1WMi6u0,Secreto,0.706
114,14,0.149,J. Cole,0.837,213594,0.364,3,0,8,0.271,-11.713,1,15,0.276,16334075,123.984,4,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,0.463
115,15,0.0623,Marshmello,0.791,156347,0.565,3,0,5,0.156,-3.933,0,16,0.0439,16095016,99.961,4,5icOoE6VgqFKohjWWNp0Ac,Here With Me,0.181
116,16,0.0361,Lil Nas X,0.908,113013,0.517,3,1.73E-06,1,0.0949,-6.063,1,17,0.129,15628371,136.019,4,53CJANUxooaqGOtdsBTh7O,Old Town Road,0.471
117,17,0.176,Lauv,0.599,162583,0.733,3,0,11,0.242,-7.058,1,18,0.203,15541091,102.211,4,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,0.534
118,18,0.297,Halsey,0.752,201661,0.488,3,9.11E-06,6,0.0936,-7.05,1,19,0.0705,15529065,136.041,4,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.533
119,19,0.229,Ariana Grande,0.717,207320,0.653,3,0,1,0.101,-5.634,1,20,0.0658,15385942,106.966,4,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",0.412
